smiles	name	properties
COc1cc(CCN)ccc1OCCN(C)C	C13H22N2O2	unknown
COc1cc(CC(C)N)ccc1OCCN(C)C	C14H24N2O2	unknown
COc1cc(CCN)ccc1OCC[N+](C)(C)C	C14H25N2O2	unknown
COc1cc(CC(C)N)ccc1OCC[N+](C)(C)C	C15H27N2O2	unknown
COc1cc(CCN)ccc1F	C9H12FNO	unknown
COc1cc(CC(C)N)ccc1I	C10H14INO	unknown
CCCNCCc1ccc(O)c(O)c1	C11H17NO2	unknown
NC(Cc1ccc(O)c(O)c1)C(F)F	C9H11F2NO2	unknown
NCCc1ccc(F)c(O)c1	C8H10FNO	unknown
Cc1ccc(CC(C)N)cc1O	C10H15NO	unknown
CCC(N)Cc1ccc(C)c(O)c1	C11H17NO	unknown
CCc1ccc(CC(C)N)cc1O	C11H17NO	unknown
CC(C)NC(=O)NCC(C)c1ccccc1	C13H20N2O	unknown
CC(N)Cc1ccc(Cl)c(O)c1	C9H12ClNO	unknown
CC(N)Cc1ccc(I)c(O)c1	C9H12INO	unknown
NCCc1ccc(O)c(S)c1	C8H11NOS	unknown
CCCN(CCc1ccccc1)CCc1ccc(O)c(F)c1	C19H24FNO	unknown
C#CCN(C)C(C)Cc1ccc(Cl)c(Cl)c1	C13H15Cl2N	unknown
NCCc1ccc(N2CCCCC2)c(Cl)c1	C13H19ClN2	unknown
NCCc1ccc(O)c(Br)c1	C8H10BrNO	unknown
CC(N)Cc1ccc(N(C)C)c(Br)c1	C11H17BrN2	unknown
NCCc1ccc(O)c(I)c1	C8H10INO	unknown
CC(N)Cc1ccc(O)c(I)c1	C9H12INO	unknown
COc1ccc(CCN)cc1C	C10H15NO	unknown
COc1ccc(CC(C)N)cc1C	C11H17NO	unknown
Cc1cc(CC(C)N)ccc1N(C)C	C12H20N2	unknown
CC(N)Cc1ccc(Oc2ccccc2)c(C(F)(F)F)c1	C16H16F3NO	unknown
CC(=O)c1cc(CCN)ccc1O	C10H13NO2	unknown
CC(N)Cc1ccc(Cl)c(C(F)(F)F)c1	C10H11ClF3N	unknown
CC(Cc1ccc2c(c1)OCO2)NC(F)(F)F	C11H12F3NO2	unknown
CC(Cc1ccc2c(c1)OCO2)NCCF	C12H16FNO2	unknown
CC(Cc1ccc2c(c1)OCO2)NCC(F)F	C12H15F2NO2	unknown
CC(Cc1ccc2c(c1)OCO2)N(C)CC#N	C13H16N2O2	unknown
CC(Cc1ccc2c(c1)OCO2)Nc1ccccc1	C16H17NO2	unknown
CCCC(CCC)NC(C)Cc1ccc2c(c1)OCO2	C17H27NO2	unknown
CC(Cc1ccc2c(c1)OCO2)NN	C10H14N2O2	unknown
CNC(Cc1ccc2c(c1)OCO2)C(C)C	C13H19NO2	unknown
CNC(Cc1ccc2c(c1)OCO2)C(C)(C)C	C14H21NO2	unknown
C=CCC(N)Cc1ccc2c(c1)OCO2	C12H15NO2	unknown
CC(=O)Cc1ccc2c(c1)OCO2	C10H10O3	unknown
CC(=O)Cc1ccc(O)c(O)c1	C9H10O3	unknown
COc1cc(CC(C)=O)ccc1O	C10H12O3	unknown
CNC(Cc1ccc2c(c1)OCO2)C1CC1	C13H17NO2	unknown
CC(N)C(C)c1ccc2c(c1)OCO2	C11H15NO2	unknown
CC(N)C(C)(C)c1ccc2c(c1)OCO2	C12H17NO2	unknown
CC(N)C1(c2ccc3c(c2)OCO3)CC1	C12H15NO2	unknown
C=C(c1ccc2c(c1)OCO2)C(C)N	C11H13NO2	unknown
COC(c1ccc2c(c1)OCO2)C(C)N	C11H15NO3	unknown
NCC(=O)c1ccc2c(c1)OCO2	C9H9NO3	beta-ketone
CCCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1	C17H23NO3	beta-ketone
O=C(c1ccc2c(c1)OCO2)C(C1CC1)N1CCCC1	C16H19NO3	beta-ketone
NCCc1ccc2c(c1)C(F)(F)C(F)(F)O2	C10H9F4NO	unknown
NCCc1ccc2c(c1)OC(F)(F)C(F)(F)O2	C10H9F4NO2	unknown
CC(N)Cc1ccc2c(c1)OCCCO2	C12H17NO2	unknown
CC(N)Cc1ccc2c(c1)C=CC2	C12H15N	unknown
CC(N)Cc1ccc2sccc2c1	C11H13NS	unknown
CC(N)Cc1ccc2c(c1)CC=C2	C12H15N	unknown
CC(N)Cc1ccc2ccsc2c1	C11H13NS	unknown
CC(N)Cc1ccc2c(c1)N=CC2	C11H14N2	unknown
CC(N)Cc1ccc2ocnc2c1	C10H12N2O	unknown
CC(N)Cc1ccc2scnc2c1	C10H12N2S	unknown
CC(N)Cc1ccc2[nH]cnc2c1	C10H13N3	unknown
CC(N)Cc1ccc2c(c1)CC=N2	C11H14N2	unknown
CC(N)Cc1ccc2ncoc2c1	C10H12N2O	unknown
CC(N)Cc1ccc2ncsc2c1	C10H12N2S	unknown
CC(N)Cc1ccc2oc(=O)oc2c1	C10H11NO3	unknown
CC(N)Cc1ccc2c(c1)CC2	C11H15N	unknown
NC1CC(c2ccccc2)C1	C10H13N	unknown
NC1CC(c2ccc3c(c2)OCO3)C1	C11H13NO2	unknown
NCC1Cc2cc3c(cc21)OCO3	C10H11NO2	unknown
CNC(C)Cc1cc2c(s1)OCO2	C9H13NO2S	unknown
CC(Cc1ccc2c(c1)OCO2)NC=O	C11H13NO3	unknown
CC(=O)N(C)C(C)Cc1ccc2c(c1)OCO2	C13H17NO3	unknown
NC(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2	C17H17NO4	unknown
CNC(C)Cc1ccc2c(c1F)OCO2	C11H14FNO2	unknown
CNC(C)Cc1cc(F)c2c(c1)OCO2	C11H14FNO2	unknown
CNC(C)Cc1cc2c(cc1F)OCO2	C11H14FNO2	unknown
CNC(C)Cc1cc(F)c2c(c1F)OCO2	C11H13F2NO2	unknown
CNC(C)Cc1c(F)cc2c(c1F)OCO2	C11H13F2NO2	unknown
CNC(C)Cc1cc2c(c(F)c1F)OCO2	C11H13F2NO2	unknown
CNC(C)Cc1c(F)c(F)c2c(c1F)OCO2	C11H12F3NO2	unknown
CC(C)NCC(O)c1ccc2ccccc2c1	C15H19NO	unknown
CC(N)Cc1cc2ccccc2o1	C11H13NO	unknown
NCCc1ccc(-c2cc(CCN)ccc2O)c(O)c1	C16H20N2O2	unknown
NCCc1ccc(O)c(O)c1O	C8H11NO3	unknown
NCCc1ccc(O)c(O)c1F	C8H10FNO2	unknown
COc1ccc2c(c1I)CC(N)CCO2	C11H14INO2	unknown
COc1ccc(OC)c2c1C1CCC2C1N	C13H17NO2	unknown
COc1ccc(CNCC(C)c2ccccc2)cc1OC	C18H23NO2	unknown
CC(CNCc1ccccc1C#N)c1ccccc1	C17H18N2	unknown
COc1ccc2c3c1C(CN)CCCC3CO2	C14H19NO2	unknown
CCOc1cc(OC)c(CCN)c(OC)c1	C12H19NO3	unknown
C=CCOc1cc(OC)c(CCN)c(OC)c1	C13H19NO3	unknown
C=C(C)COc1cc(OC)c(CCN)c(OC)c1	C14H21NO3	unknown
C=CCOc1cc(OC)c(CC(C)N)c(OC)c1	C14H21NO3	unknown
C=C(C)COc1cc(OC)c(CC(C)N)c(OC)c1	C15H23NO3	unknown
COc1cc(C(C)C)cc(OC)c1CCN	C13H21NO2	unknown
COc1cc(Cl)cc(OC)c1CCN	C10H14ClNO2	unknown
C#Cc1cc(OC)c(CC(C)N)c(OC)c1	C13H17NO2	unknown
COc1cc(Cl)cc(OC)c1CC(C)N	C11H16ClNO2	unknown
NCCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	C8H8N4O6	unknown
CC(N)Cc1c(Cl)cc(Br)cc1Cl	C9H10BrCl2N	unknown
CC(N)Cc1c(Cl)cc(Cl)cc1Cl	C9H10Cl3N	unknown
CC(N)Cc1c(Cl)cc(N(C)C)cc1Cl	C11H16Cl2N2	unknown
COc1cc(C(C)N)cc(OC)c1OC	C11H17NO3	unknown
COc1cc(C(C)(C)CN)cc(OC)c1OC	C13H21NO3	unknown
COc1cc(C(C)CN)cc(OC)c1OC	C12H19NO3	unknown
COc1cc(C(F)CN)cc(OC)c1OC	C11H16FNO3	unknown
[2H]C(N)C([2H])c1cc(OC)c(OC)c(OC)c1	C11H17NO3	unknown
COc1c2c(cc3c1OCO3)CCN(C)C2	C12H15NO3	unknown
COc1cc2c(c(OC)c1OC)CCCC(N)C2	C14H21NO3	unknown
COc1cc(CCN)cc(OC)c1Oc1ccccc1	C16H19NO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)CF	C13H20FNO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)(C)F	C13H20FNO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)C(F)(F)F	C13H18F3NO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)(C)C	C14H23NO3	unknown
COc1cc(CCN)cc(OC)c1OCCSC	C13H21NO3S	unknown
CCC(C)Oc1c(OC)cc(CCN)cc1OC	C14H23NO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)F	C12H18FNO3	unknown
COc1cc(CCN)cc(OC)c1OC(C)(F)F	C12H17F2NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)CF	C12H17F2NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)C(F)F	C12H16F3NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)C(F)(F)F	C12H15F4NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)(F)CF	C12H16F3NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)(F)C(F)F	C12H15F4NO3	unknown
COc1cc(CCN)cc(OC)c1OC(F)(F)C(F)(F)F	C12H14F5NO3	unknown
COc1cc(CCN)cc(OC(C)C)c1OC	C13H21NO3	unknown
COc1cc(CCN)cc(OC(F)(F)F)c1OC	C11H14F3NO3	unknown
NCC(O)c1cc(OC(F)(F)C(F)F)c(OC(F)(F)C(F)F)c(OC(F)(F)C(F)F)c1	C14H11F12NO4	unknown
COc1c(OC(F)F)cc(CCN)cc1OC(F)F	C11H13F4NO3	unknown
COc1cc(CCN)cc(OC(F)(F)F)c1OC(F)(F)F	C11H11F6NO3	unknown
NCCc1cc(OCF)c(OCF)c(OCF)c1	C11H14F3NO3	unknown
COc1cc(CCN)cc(SC)c1OC(F)F	C11H15F2NO2S	unknown
COc1cc(CCN)cc(SC)c1OC(F)(F)F	C11H14F3NO2S	unknown
COc1cc(CCN)cc(SC)c1OC(C)C	C13H21NO2S	unknown
COc1cc(CCN)cc(SC)c1OCC(F)(F)F	C12H16F3NO2S	unknown
C=C(F)COc1c(OC)cc(CCN)cc1SC	C13H18FNO2S	unknown
C=C(C)COc1c(OC)cc(CCN)cc1SC	C14H21NO2S	unknown
COc1cc(CC(C)N)cc(OC)c1I	C11H16INO2	unknown
NCCc1cc(Br)c2c(c1)OCO2	C9H10BrNO2	unknown
CCc1c(OC)cc(CCN)cc1OC	C12H19NO2	unknown
C=Cc1c(OC)cc(CCN)cc1OC	C12H17NO2	unknown
C#Cc1c(OC)cc(CCN)cc1OC	C12H15NO2	unknown
COc1cc(CCN)cc(OC)c1C(F)(F)F	C11H14F3NO2	unknown
CCCc1c(OC)cc(CCN)cc1OC	C13H21NO2	unknown
C=CCc1c(OC)cc(CCN)cc1OC	C13H19NO2	unknown
COc1cc(CCN)cc(OC)c1C(C)C	C13H21NO2	unknown
C=C(C)Cc1c(OC)cc(CCN)cc1OC	C14H21NO2	unknown
COc1cc(CCN)nc(OC)c1OC	C10H16N2O3	unknown
COc1nc(CCN)nc(OC)c1OC	C9H15N3O3	unknown
CCCCc1cc(OC)c(CCN)cc1OC	C14H23NO2	unknown
COc1cc(C2CC2)c(OC)cc1CCN	C13H19NO2	prophetic
C=CCc1cc(OC)c(CCN)cc1OC	C13H19NO2	prophetic
C=C(C)c1cc(OC)c(CCN)cc1OC	C13H19NO2	unknown
C/C=C/c1cc(OC)c(CCN)cc1OC	C13H19NO2	unknown
C/C=C\c1cc(OC)c(CCN)cc1OC	C13H19NO2	unknown
C#CCc1cc(OC)c(CCN)cc1OC	C13H17NO2	unknown
COc1cc(CCN)c(OC)cc1CF	C11H16FNO2	unknown
COc1cc(C(F)F)c(OC)cc1CCN	C11H15F2NO2	prophetic
COc1cc(CC(F)F)c(OC)cc1CCN	C12H17F2NO2	prophetic
C=C(F)c1cc(OC)c(CCN)cc1OC	C12H16FNO2	unknown
COc1cc(C(C)(C)F)c(OC)cc1CCN	C13H20FNO2	unknown
COc1cc(C(C)CF)c(OC)cc1CCN	C13H20FNO2	unknown
COc1cc(CC(C)N)c(OC)cc1CCCF	C14H22FNO2	unknown
COc1cc(CC(C)F)c(OC)cc1CC(C)N	C14H22FNO2	unknown
COc1cc(C(F)F)c(OC)cc1CC(C)N	C12H17F2NO2	unknown
COc1cc(CC(C)N)c(OC)cc1Cc1nc(C)no1	C15H21N3O3	unknown
CCNC1(c2ccccc2)CCCCC1=O	C14H19NO	arylcycloalkylamine
CNC(CCl)C(=O)c1ccc(C)cc1	C11H14ClNO	beta-ketone
C=C(C)COc1cc(OC)c(CCN)cc1OC	C14H21NO3	unknown
C=CCOc1cc(OC)c(CCN)cc1OC	C13H19NO3	unknown
C=CCOc1cc(OC)c(CC(C)N)cc1OC	C14H21NO3	unknown
C=C(C)COc1cc(OC)c(CC(C)N)cc1OC	C15H23NO3	unknown
COc1cc(OCF)c(OC)cc1CC(C)N	C12H18FNO3	unknown
COc1cc(OC(F)F)c(OC)cc1CC(C)N	C12H17F2NO3	unknown
COc1cc(OC(F)(F)F)c(OC)cc1CC(C)N	C12H16F3NO3	unknown
COc1cc(SCF)c(OC)cc1CCN	C11H16FNO2S	unknown
COc1cc(SC(F)F)c(OC)cc1CCN	C11H15F2NO2S	unknown
COc1cc(SC(F)(F)F)c(OC)cc1CCN	C11H14F3NO2S	unknown
CCCCCSc1cc(OC)c(CCN)cc1OC	C15H25NO2S	unknown
CCCCCCCSc1cc(OC)c(CCN)cc1OC	C17H29NO2S	unknown
CCN(CC)Sc1cc(OC)c(CCN)cc1OC	C14H24N2O2S	unknown
COc1cc(SC(CF)CF)c(OC)cc1CCN	C13H19F2NO2S	unknown
C#CCSc1cc(OC)c(CCN)cc1OC	C13H17NO2S	unknown
COc1cc(N(C)C)c(OC)cc1CCN	C12H20N2O2	unknown
COc1cc(Br)c(OC(F)(F)F)cc1CCN	C10H11BrF3NO2	unknown
COc1cc(CCN)c(OC(F)(F)F)cc1Br	C10H11BrF3NO2	unknown
COc1cc(Br)c(OC(F)F)cc1CCN	C10H12BrF2NO2	unknown
COc1cc(C(C)CN)c(OC)cc1Br	C11H16BrNO2	unknown
CCc1cc(OC)c(CC(C)NC)cc1OC	C14H23NO2	unknown
COc1cc(CCNCCO)c(OC)cc1Br	C12H18BrNO3	unknown
COc1cc(CC(C)NCCO)c(OC)cc1Br	C13H20BrNO3	unknown
COc1cc(CCNC(C#N)c2ccccc2)c(OC)cc1Br	C18H19BrN2O2	unknown
CCOC(=O)NCCc1cc(OC)c(Br)cc1OC	C13H18BrNO4	unknown
CCOC(=O)NC(C)Cc1cc(OC)c(Br)cc1OC	C14H20BrNO4	unknown
COc1cc(Br)c(OC)c2c1CC(N)CC2	C12H16BrNO2	unknown
Cc1c2c(c(C3CC3N)c3c1OCC3)OCC2	C14H17NO2	unknown
COc1cc(N2CCNCC2)c(OC)cc1C	C13H20N2O2	unknown
COc1cc(N2CCNCC2)c(OC)cc1Br	C12H17BrN2O2	unknown
COc1cc(C(=O)N2CCNCC2)c(OC)cc1C	C14H20N2O3	unknown
COc1cc2c(cc1CC(C)N)OC(C)(C)C1CCC(C)=CC21	C20H29NO2	unknown
COc1cc(CCN)c(OC)cc1CCN	C12H20N2O2	unknown
COc1cc(CC(C)N)c(OC)cc1Cc1cc(OC)c(CC(C)N)cc1OC	C23H34N2O4	unknown
COc1cc(CC(C)N)c(Br)c(OC)c1OC	C12H18BrNO3	unknown
COc1cc(Br)c(OC)c(Br)c1CC(C)N	C11H15Br2NO2	unknown
COc1cc(OC)c(CC(C)N)c(OC)c1Br	C12H18BrNO3	unknown
COc1cc(C(C)(C)C)c(OC)cc1CCN	C14H23NO2	unknown
COc1cc(CC(C)N)c(OC)c2c1CCOC2	C14H21NO3	unknown
COc1cc(CCN)c(I)c(OC)c1OC	C11H16INO3	unknown
COc1c(Br)c2c(c(OC)c1OC)CC2CN	C12H16BrNO3	unknown
COc1c(Br)c2c(c(OC)c1OC)CCC2CN	C13H18BrNO3	unknown
COc1cc(CCN)c(F)c(OC)c1OC	C11H16FNO3	unknown
COc1c(O)cc(CCN)c2c1SSSSS2	C9H11NO2S5	unknown
COc1cc(CCN)c2c(c1O)SSS2	C9H11NO2S3	unknown
COc1c(O)cc(CCN)c(SC)c1SC	C11H17NO2S2	unknown
COc1c(O)cc(CCN)c2c1SSc1c(CCN)cc(O)c(OC)c1SS2	C18H22N2O4S4	unknown
COc1cc(CCN)c2c(c1OC)SSSSS2	C10H13NO2S5	unknown
COc1cc(CCN)c2c(c1OC)SSS2	C10H13NO2S3	unknown
COc1cc(CCN)c2c(c1OC)SSS2=O	C10H13NO3S3	unknown
COc1cc(CCN)c(OC)c2c1SSS2	C10H13NO2S3	unknown
CCCCSc1c(CCN)cc(OC)c(OC)c1SCCCC	C18H31NO2S2	unknown
CCCCSc1c(CCN)cc(OC)c(O)c1SCCCC	C17H29NO2S2	unknown
COc1cc(CCN)c(SC(C)(C)C)c(SC(C)(C)C)c1O	C17H29NO2S2	unknown
COc1cc(CCN)c(SCc2ccccc2)c(SCc2ccccc2)c1O	C23H25NO2S2	unknown
COc1cc(CCN)c(F)c(F)c1OC	C10H13F2NO2	unknown
NCCc1cc(O)c(O)c(F)c1F	C8H9F2NO2	unknown
COc1c(F)cc(CCN)c(F)c1OC	C10H13F2NO2	unknown
NCCc1cc(F)c(OCc2ccccc2)c(OCc2ccccc2)c1F	C22H21F2NO2	unknown
CCCc1c(CCN)cc(F)c(OC)c1OC	C13H20FNO2	unknown
NCCc1cc(F)c(F)c(F)c1F	C8H7F4N	unknown
CCc1c(CCN)cc(OC)c(OC)c1OC	C13H21NO3	unknown
COc1c(CCN)cc(O)c(O)c1Br	C9H12BrNO3	unknown
COc1cc(CCN)c(OC)c(C)c1OC	C12H19NO3	unknown
Cc1c(O)c(O)cc(CCN)c1O	C9H13NO3	unknown
COc1c(C)cc(CCN)c(C)c1OC	C12H19NO2	unknown
NCCc1cc(O)c(O)c(O)c1O	C8H11NO4	unknown
COc1cc(CC(C)N)c(O)c(OC)c1C	C12H19NO3	unknown
COc1c(C)cc(CC(C)N)c(C)c1C	C13H21NO	unknown
COc1cc(Br)c(OC)c(Br)c1CCN	C10H13Br2NO2	unknown
COc1c(Br)cc(Br)c(CCNCC(C)O)c1Br	C12H16Br3NO2	unknown
COc1c(Br)cc(Br)c(CCN(C)CC(C)O)c1Br	C13H18Br3NO2	unknown
CNCCc1c(Br)cc(Br)c(OC)c1Br	C10H12Br3NO	unknown
COc1cc(Br)c(CCN)c(OC(C)C)c1OC	C13H20BrNO3	unknown
NCCc1c(Br)cc(Br)c(O)c1Br	C8H8Br3NO	unknown
COc1c(C)cc(Br)c(CCN)c1C	C11H16BrNO	unknown
NCCc1c(F)cc(O)c(O)c1F	C8H9F2NO2	unknown
NCCc1c(F)cc(F)c(F)c1F	C8H7F4N	unknown
COc1cc(OC)c(OC)c(C)c1CCN	C12H19NO3	unknown
Cc1c(O)c(O)cc(O)c1CCN	C9H13NO3	unknown
Cc1cc(C(C)(C)C)c(O)c(C)c1CCN	C14H23NO	unknown
Cc1cc(C)c(CCN)c(C)c1CCN	C13H22N2	unknown
COc1cc(C)c(CCN)c(C)c1CCN	C13H22N2O	unknown
CCc1cc(CC)c(CCN)c(CC)c1CCN	C16H28N2	unknown
Cc1cc(C(C)(C)C)c(O)c(C)c1CC(C)N	C15H25NO	unknown
NCCc1c(O)c(O)cc(O)c1O	C8H11NO4	unknown
COc1cc(C)c(OC)c(CCN)c1C	C12H19NO2	unknown
NCCc1c(F)c(O)cc(F)c1F	C8H8F3NO	unknown
NCCc1c(O)c(O)cc(F)c1F	C8H9F2NO2	unknown
NCCc1c(F)c(F)cc(F)c1F	C8H7F4N	unknown
NCCc1c(O)c(Cl)cc(Cl)c1Cl	C8H8Cl3NO	unknown
CC(N)Cc1c(F)c(F)cc(F)c1F	C9H9F4N	unknown
COc1cc(F)c(F)c(CC(C)N)c1OC	C11H15F2NO2	unknown
COc1cc(C)c(OC)c(CC(C)N)c1C	C13H21NO2	unknown
COc1c(C)c(CCN)c(C)c(OC)c1OC	C13H21NO3	unknown
COc1c(C)c(CCN)c(Br)c(OC)c1OC	C12H18BrNO3	unknown
COc1c(Cl)c(CCN)c(Br)c(OC)c1OC	C11H15BrClNO3	unknown
COc1c(C)c(C)c(OC)c(CC(C)N)c1C	C14H23NO2	unknown
COc1c(F)c(CC(C)N)c(OC)c(F)c1Br	C11H14BrF2NO2	unknown
COc1c(Cl)c(CC(C)N)c(OC)c(F)c1Br	C11H14BrClFNO2	unknown
COc1c(F)c(CC(C)N)c(OC)c(C)c1Br	C12H17BrFNO2	unknown
CCc1c(Br)c(OC)c(Cl)c(CC(C)N)c1OC	C13H19BrClNO2	unknown
COc1c(Br)c(OC)c(CC(C)N)c(OC)c1Br	C12H17Br2NO3	unknown
COc1c(Cl)c(Cl)c(OC)c(CCN)c1Cl	C10H12Cl3NO2	unknown
CCCc1c(CCN)c(CCC)c(CCN)c(CCC)c1CCN	C21H39N3	unknown
CC(C)(C)CCc1c(CCN)c(CCC(C)(C)C)c(CCN)c(CCC(C)(C)C)c1CCN	C30H57N3	unknown
Cc1c(CCN)c(C)c(CCN)c(C)c1CCN	C15H27N3	unknown
COc1c(C)c(OC)c(OC)c(C)c1CCN	C13H21NO3	unknown
COc1c(C)c(OC)c(OC)c(C)c1CCN(C)C	C15H25NO3	unknown
COc1c(C)c(CCN)c(OC)c(OC)c1OC	C13H21NO4	unknown
Cc1c(O)c(O)c(C)c(CCN)c1O	C10H15NO3	unknown
NCCc1c(F)c(O)c(O)c(F)c1F	C8H8F3NO2	unknown
COc1c(F)c(F)c(CCN)c(F)c1OC	C10H12F3NO2	unknown
NCCc1c(F)c(F)c(N)c(F)c1F	C8H8F4N2	unknown
NCCc1c(F)c(F)c(F)c(F)c1F	C8H6F5N	unknown
COc1c(Cl)c(OC)c(CCN)c(OC)c1Cl	C11H15Cl2NO3	unknown
COc1c(Br)c(OC)c(CCN)c(OC)c1Br	C11H15Br2NO3	unknown
COc1c(Br)c(OC)c(CCN(C)C)c(OC)c1Br	C13H19Br2NO3	unknown
CSc1c(C)c(O)c(SC)c(CC(C)N)c1O	C12H19NO2S2	unknown
Cc1c(C)c(CC(C)N)c(C)c(C)c1CC(C)N	C16H28N2	unknown
COc1c(F)c(F)c(CC(C)N)c(F)c1F	C10H11F4NO	unknown
CC(N)Cc1c(F)c(F)c(F)c(F)c1F	C9H8F5N	unknown
COc1c(OC)c2c(c(CCN)c1SC)SSS2	C11H15NO2S4	unknown
COc1c(OC)c2c(c(CCN(C)C)c1SC)SSS2	C13H19NO2S4	unknown
COc1c(OC)c2c(c(CCN)c1SC)SSSSS2	C11H15NO2S6	unknown
COc1c(OC)c2c(c(CCN(C)C)c1SC)SSSSS2	C13H19NO2S6	unknown
CNCCc1c(Br)c(Br)c(Br)c(OC)c1OC	C11H14Br3NO2	unknown
CCCN(CCC)CCc1ccccc1O	C14H23NO	unknown
COc1ccccc1CCNC(C)=O	C11H15NO2	unknown
CC(N)Cc1ccccc1SCc1ccccc1	C16H19NS	unknown
Cc1ccccc1CC(C)NN	C10H16N2	unknown
CC(=O)NCCc1ccccc1Cl	C10H12ClNO	unknown
CNC(C)Cc1ccccc1Br	C10H14BrN	unknown
CNC(C)Cc1ccccc1I	C10H14IN	unknown
CNC(C)Cc1ccccc1N	C10H16N2	unknown
CNC(C)Cc1ccccc1[N+](=O)[O-]	C10H14N2O2	unknown
C[Si](C)(C)c1ccccc1CCN	C11H19NSi	unknown
CC(C)NCC(O)c1ccccc1Cl	C11H16ClNO	unknown
CC(C)NCC(O)c1sccc1Cl	C9H14ClNOS	unknown
CC(C)(C)NCC(O)c1sccc1Cl	C10H16ClNOS	unknown
CC(C)NCC(O)c1sccc1Br	C9H14BrNOS	unknown
CC(C)(C)NCC(O)c1sccc1Br	C10H16BrNOS	unknown
CCCN(CCC)C1CC1c1ccccc1Br	C15H22BrN	unknown
CCCN(CCC)C1CC1c1ccccc1F	C15H22FN	unknown
CCCN(CCC)C1CC1c1ccccc1C(F)(F)F	C16H22F3N	unknown
COc1cccc(CC(N)C(F)(F)F)c1	C10H12F3NO	unknown
NCCc1cccc(OC(F)(F)C(F)F)c1	C10H11F4NO	unknown
CC(N)Cc1cccc(OC(F)(F)C(F)F)c1	C11H13F4NO	unknown
NC(Cc1cccc(O)c1)C(=O)O	C9H11NO3	unknown
N#CC(N)Cc1cccc(O)c1	C9H10N2O	unknown
CC(Cc1cccc(C(F)(F)F)c1)NCCCc1ccccc1	C19H22F3N	unknown
C[Si](C)(C)c1cccc(CCN)c1	C11H19NSi	unknown
CC(=O)NC(C)Cc1cccc(F)c1	C11H14FNO	unknown
CC(C)(N)Cc1cccc(F)c1	C10H14FN	unknown
CNC(C)(C)Cc1cccc(F)c1	C11H16FN	unknown
CCC(N)(CC)Cc1cccc(F)c1	C12H18FN	unknown
CCC(CC)(Cc1cccc(F)c1)NC	C13H20FN	unknown
CC(Cc1cccc(Cl)c1)NN	C9H13ClN2	unknown
CC(=O)NC(C)Cc1cccc(Cl)c1	C11H14ClNO	unknown
CC(Cc1cccc(Br)c1)NCCCc1ccccc1	C18H22BrN	unknown
CC(N)Cc1cccc([N+](=O)[O-])c1	C9H12N2O2	unknown
CC(N)Cc1cccc(N)c1	C9H14N2	unknown
FC(F)(F)c1cccc(C2CNCCO2)c1	C11H12F3NO	unknown
CCNC(C)Cc1cccc(OC(F)(F)F)c1	C12H16F3NO	unknown
CCNC(C)Cc1cccc(SC(F)(F)F)c1	C12H16F3NS	unknown
CC(N)Cc1cccc(SC(F)(F)F)c1	C10H12F3NS	unknown
CC(N)Cc1cccc(S(=O)C(F)(F)F)c1	C10H12F3NOS	unknown
CC(N)Cc1cccc(S(=O)(=O)C(F)(F)F)c1	C10H12F3NO2S	unknown
CCNC1(Cc2cccc(C(F)(F)F)c2)CC1	C13H16F3N	unknown
CCNC(C)(C)Cc1cccc(C(F)(F)F)c1	C13H18F3N	unknown
CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1	C19H20F3NO2	unknown
CC(Cc1cccc(C(F)(F)F)c1)NCCO	C12H16F3NO	unknown
CC(Cc1cccc(C(F)(F)F)c1)NCC(=O)O	C12H14F3NO2	unknown
CCNCC(O)c1cccc(O)c1	C10H15NO2	unknown
CNC(C)C(O)c1cccc(O)c1	C10H15NO2	unknown
NCC(O)c1cccc(F)c1	C8H10FNO	unknown
NCC(O)c1cccc(Br)c1	C8H10BrNO	unknown
CNCC(O)c1cccc(NS(C)(=O)=O)c1	C10H16N2O3S	unknown
C=CC(CN)c1cccc(O)c1	C10H13NO	unknown
C#CC(CN)c1cccc(O)c1	C10H11NO	unknown
CN(C)CCC(C)(C)c1cccc(O)c1	C13H21NO	unknown
CC(C)(CCN)c1cccc(O)c1	C11H17NO	unknown
COc1cccc(C2(O)CCCCC2CN(C)C)c1	C16H25NO2	unknown
CN(C)CC1CCCCC1(O)c1cccc(O)c1	C15H23NO2	unknown
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C	C14H23NO	unknown
COc1ccc2c(c1)C(CN)C2	C10H13NO	unknown
Cc1cccc(OCCNC2CC2)c1	C12H17NO	unknown
