smiles	properties
CCCCCOc1cccc2c1[nH]cc(c2=O)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
CCCCCn1c(=O)c(cc2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
CCCCCn1cc(C(=O)NC23CC4CC(C3)CC(C2)C4)c(=O)c2c1cc(F)cc2	cannabinoid
CCCCCn1cc(C(=O)NC23CC4CC(C3)CC(C2)C4)c(=O)c2c1cc(cc2)Sc1ccccc1	cannabinoid
CCCCCn1cc(C(=O)N[C@H]2[C@@]3(C)CC[C@@H](C2(C)C)C3)c(=O)c2c1ccc(c2)Br	cannabinoid
CCCCCn1cc(C(=O)N[C@H]2[C@@]3(C)CC[C@@H](C2(C)C)C3)c(=O)c2c1cc(F)cc2	cannabinoid
CCCCCn1cc(C(=O)N[C@H]2[C@@]3(C)CC[C@@H](C2(C)C)C3)c(=O)c2c1cc(cc2)Sc1ccccc1	cannabinoid
CCCCCn1cc(C(=O)NCc2ccc(c(c2)Cl)Cl)c(=O)c2c1cc(cc2)c1ccccc1	cannabinoid
CCCCCn1cc(C(=O)N[C@H]2CCCc3c2cccc3)c(=O)c2c1cccc2	cannabinoid
O=C(c1cn(Cc2ccccc2)c2c(c1=O)cccc2)NC1CCCCCC1	cannabinoid
O=C(c1cn(CCN2CCOCC2)c2c(c1=O)cccc2)NC1CCCCCC1	cannabinoid
FCCCCCn1cc(C(=O)NC(c2ccccc2)(C)C)c(=O)c2c1cccc2	cannabinoid
COc1ccc2c(c1)n(Cc1ccccc1)cc(c2=O)C(=O)NC1CCCCC1	cannabinoid
Fc1ccc(cc1)Cn1cc(C(=O)NC2CCCCC2)c(=O)c2c1nc(C)cc2	cannabinoid
CC1CCC(CC1)NC(=O)c1cn(Cc2ccccc2F)c2c(c1=O)ccc(n2)C	cannabinoid
Fc1ccc(cc1)Cn1cc(C(=O)NC2CCCCCC2)c(=O)c2c1nc(C)cc2	cannabinoid
Fc1ccc(cc1)Cn1c(=O)c(cc2c1nccc2)C(=O)NC1CCCCCC1	cannabinoid
O=C(c1cc2cccnc2n(c1=O)CCN1CCOCC1)NC1CCCCCC1	cannabinoid
O=C(c1cc(C)c(n(c1=O)CC1CCCCC1)C)NC(c1ccccc1)(C)C	cannabinoid
CCCCn1c2C3CCC(c2cc(c1=O)C(=O)NC(c1ccccc1)(C)C)C3	cannabinoid
CCCCn1c(=O)c(cc(c1c1ccccc1)C)C(=O)NC(c1ccccc1)(C)C	cannabinoid
CCCCn1c2CCOCc2cc(c1=O)C(=O)NC(c1ccccc1)(C)C	cannabinoid
C[C@H](c1ccccc1)NC(=O)c1cc2CCCCCCc2n(c1=O)Cc1ccncc1	cannabinoid
CCCCCOc1c(OC)ccc2c1[nH]c(=O)c(c2)C(=O)NCc1ccc(cc1)F	cannabinoid
CCCCCOc1c(OC)ccc2c1[nH]c(=O)n(c2=O)C(=O)NCCc1ccncc1	cannabinoid
CCCCCOc1cc(cc2c1cccc2)C(=O)NCCc1ccc(cc1)O	cannabinoid
CCCCCOc1cc(/C=C/C(=O)NCc2ccc(cc2)O)ccc1OC	cannabinoid
CCCn1c2ccccc2cc1C(=O)c1c(C)n(c2c1ccs2)CCN1CCOCC1	cannabinoid
CCn1c(cc2c1scc2)C(=O)c1cn(c2c1cccc2)CC1CCOCC1	cannabinoid
CCCn1cc(c2c1nccc2)C(=O)c1cc2c(n1CC)scc2	cannabinoid
CCCn1c(C)c(c2c1scc2)C(=O)c1cc2c(n1CCC)scc2	cannabinoid
CCN(C(=O)c1ccc2c(c1)c1CC(CCc1n2C)C1CCOCC1)CCCC(=O)NC1CC1	cannabinoid
COc1ccc2c(c1)oc(c2OCCN1CCOCC1)C(=O)NCc1ccccc1	cannabinoid
CCOc1ccc(cc1)Cc1nc2c(n1CC1CCCCC1)ccc(c2)C(=O)N(CC)CC	cannabinoid
CCC(c1nc2c(n1CC1CCCCC1)ccc(c2)C(=O)N1C[C@H](C)O[C@@H](C1)C)(C)C	cannabinoid
FCCCCCn1nc(cc1c1ccc(cc1)F)C(=O)N[C@H](C(=O)N)C(C)C	cannabinoid
CC([C@@H](C(=O)N)NC(=O)c1nn(c(c1)c1ccc(cc1)F)CC1CCCCC1)C	cannabinoid
CCCCCn1nc(c(c1c1ccccc1)C)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
FCCCCCn1nc(c(c1c1ccccc1)C)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
O=C([C@H](C(C)(C)C)NC(=O)c1nn(c(c1)c1ccccc1F)CC1CCOCC1)OC1CC1	cannabinoid
COCCN1[C@H](C)CN(C[C@@H]1C)C(=O)c1nn(c(c1)c1ccccc1F)CC1CCOCC1	cannabinoid
CCCCCNC(=O)c1nn(c(c1C)c1ccc(cc1)Cl)c1ccc(cc1Cl)Cl	cannabinoid
Fc1ccc(c(c1)F)n1nc(c2c1C1CCC2C1)C(=O)NC(c1ccccc1)(C)C	cannabinoid
CCCCCc1nc(sc1c1ccccc1)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
CCCCC1=NN(C(C1c1ccccc1)(C)C)C(=O)NC(c1ccccc1)(C)C	cannabinoid
CCCCCN1N=C(CC1c1ccccc1F)C(=O)N[C@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C	cannabinoid
CCCCCN1N=C(CC1c1ccccc1)C(=O)NC(c1ccc(cc1)F)(C)C	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Nc1cccc2c1nccc2	cannabinoid
FCCCCCn1nc(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)Nc1cccc2c1nccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Oc1cccc2c1cccc2	cannabinoid
FCCCCCn1c(C)c(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
Fc1ccc(cc1)Cn1nc(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
FCCCCCn1cc(c2c1nccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
O=C(c1cn(c2c1cccc2)Cc1ccccc1)Oc1cccc2c1nccc2	cannabinoid
O=C(c1cn(c2c1cccc2)c1ccccc1F)Oc1cccc2c1nccc2	cannabinoid
O=C(c1cn(c2c1cccc2)CC1CCOCC1)Oc1cccc2c1nccc2	cannabinoid
FCCCCn1cc(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
CN1CCCCCC1n1cc(c2c1cccc2)C(=O)C1C(C1(C)C)(C)C	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCOCC1)C)Oc1cccc2c1nccc2	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCC(CC1)(F)F)C)Oc1cccc2c1nccc2	cannabinoid
O=C(c1cccc(c1)S(=O)(=O)N1CCCCC1)Oc1cccc2c1nccc2	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCCCC1)C)Oc1ccccc1Br	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCCCC1)C)Nc1cccc2c1nccc2	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCCCC1)C)Nc1nccc2c1cccc2	cannabinoid
C[C@@H](C1CCCCC1)NC(=O)c1ccc(c(c1)S(=O)(=O)N1CCCCC1)C	cannabinoid
CC(NS(=O)(=O)c1cc(ccc1C)C(=O)Oc1cccc2c1nccc2)C	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCCCC1)Br)N[C@H]1[C@@]2(C)CC[C@@H](C1(C)C)C2	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCOCC1)C)NC1C2CC3CC1CC(C2)C3	cannabinoid
O=C(c1ccc(c(c1)S(=O)(=O)N1CCC(CC1)(F)F)C)NC(c1ccccc1)(C)C	cannabinoid
COc1ccc(cc1)/C=C\1/c2ccccc2C(=C1C)CCN1CCOCC1	cannabinoid
COc1cc(ccc1OC)/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
O1CCN(CC1)CCC1=C/C(=C\c2cccc3c2cccc3)/c2c1cccc2	cannabinoid
CC1=C(CCN2CCOCC2)c2c(/C/1=C/c1cccc3c1cccc3)cccc2	cannabinoid
COc1ccc(c2c1cccc2)/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
O1CCN(CC1)CCC1=C/C(=C\c2cccc3c2cc[nH]3)/c2c1cccc2	cannabinoid
Oc1ccc(c2c1cccc2)/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
CCc1ccc(c2c1cccc2)/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
CCCc1ccc(c2c1cccc2)/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
Ic1ccccc1/C=C/1\C=C(c2c1cccc2)CCN1CCOCC1	cannabinoid
O1CCN(CC1)CCC1=C/C(=C\c2cccc3c2c2ccccc2cc3)/c2c1cccc2	cannabinoid
O1CCN(CC1)CCC1=C/C(=C\c2ccc3c4c2cccc4CC3)/c2c1cccc2	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)OC	cannabinoid
CCCCS(=O)(=O)Nc1cccc(c1)Oc1cccc2c1cccc2	cannabinoid
O=S(=O)(Cc1ccccc1)Nc1cccc(c1)Oc1cccc2c1cccc2	cannabinoid
CCCCS(=O)(=O)Nc1ccc(cc1)Oc1cccc2c1ccc(c2)CO	cannabinoid
CCCCS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)c1cccc2c1cccc2	cannabinoid
CCCCP(=O)(Nc1ccc(cc1)Oc1cccc2c1cccc2)OC	cannabinoid
CCCCS(=O)(=O)Nc1ccc(nc1)Oc1cccc2c1nccc2	cannabinoid
CCCN1CCc2c(C1)cccc2Oc1ccc(cc1)OS(=O)(=O)CCCC(F)(F)F	cannabinoid
OC[C@H]1Cc2c(C1)cccc2Oc1cccc(c1)NS(=O)(=O)CCCC(F)(F)F	cannabinoid
OCc1cc2c(o1)c(ccc2)Oc1cccc(c1)OS(=O)(=O)CCCC(F)(F)F	cannabinoid
CCc1coc(n1)c1cccc(c1)OS(=O)(=O)CCCC(F)(F)F	cannabinoid
N#Cc1c(cccc1C(F)(F)F)Oc1cccc(c1)OS(=O)(=O)CCCC(F)(F)F	cannabinoid
Clc1ccc(c(c1)C(=O)NCC1CCCCC1)NC(=O)c1cccc2c1cccc2	cannabinoid
O=C(c1ncccc1NC(=O)c1cccc2c1cccc2)NCC1CCCCC1	cannabinoid
O=C(c1nccnc1NC(=O)c1cccc2c1cccc2)NCC1CCCCC1	cannabinoid
O=C(c1ncccc1NC(=O)c1cccc2c1cccc2)NCC1CCC1	cannabinoid
O=C(c1ncccc1NC(=O)c1ccnc2c1cccc2)NCC1CCC1	cannabinoid
COCc1ccc(c2c1cccc2)C(=O)Nc1cccnc1C(=O)NCC1CCC1	cannabinoid
O=C(c1ncccc1NC(=O)c1ccc(c2c1cccc2)Cn1ccnn1)NCC1CCC1	cannabinoid
COc1ccc(c(n1)C(=O)NCC1CCOCC1)NC(=O)c1ccc(c2c1cccc2)CS(=O)C	cannabinoid
O=C(c1nc(ccc1NC(=O)c1ccc(c2c1cccc2)Cn1nncc1)OS(=O)(=O)CCC(F)(F)F)NCC1CCOCC1	cannabinoid
O=C(c1nc(ccc1NC(=O)c1ccc(c2c1cccc2)Cn1nncc1)OCc1ccccn1)NCC1CCC1	cannabinoid
COc1ccc(c(c1)c1c[nH]c(n1)c1cccc(c1)CN1CCC(CC1)(F)F)F	cannabinoid
Clc1ccc(c(c1)Cl)Nc1ncc(c(n1)C(F)(F)F)C(=O)NCC1CCOCC1	cannabinoid
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c1ccccc1OC	cannabinoid
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c1cccc2c1cccc2	cannabinoid
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c1cccc2c1cccc2	cannabinoid
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c1scc(n1)C(C)(C)C	cannabinoid
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c1onc(c1)C(C)(C)C	cannabinoid
C=CCSC(=S)N1CC2(CCCC2)CS/C/1=N\c1cccc2c1cccn2	cannabinoid
CCCCCCOc1ccc(c2c1cccc2)S(=O)(=O)c1cccc2c1cccc2	cannabinoid
CCCCCCOc1ccc(c2c1cccc2)C(=O)Oc1cccc2c1nccc2	cannabinoid
O=C(c1cccc2c1cccc2)c1ccc(c2c1cccc2)OCCN1CCOCC1	cannabinoid
OCCNC(=O)OCc1nc2cc(C)c(c(c2c(=O)n1c1ccccc1S(=O)(=O)NC)C)C(=O)OCC	cannabinoid
CCOC(=O)c1c(C)cc2c(c1C)c(=O)n(c(n2)CC)c1cccc2c1cccc2	cannabinoid
CNS(=O)(=O)c1ccccc1n1c(COC(=O)NCC(O)(C)C)nc2c(c1=O)c(C)c(c(c2)C)C(=O)OCC1CCC1	cannabinoid
CCCCCn1cc(c2c1cccc2)c1scc(n1)CN(CC)CC	cannabinoid
CCCCCn1cc(c2c1cccc2)c1scc(n1)CN(C(C)C)CCOC	cannabinoid
C1CCC(CC1)Cn1cc(c2c1cccc2)c1onc(n1)Cc1ccccc1	cannabinoid
CCCCCn1cc(c2c1cccc2)Cc1cccc2c1cccc2	cannabinoid
CCCCCC1=C/C(=C\c2cccc3c2cccc3)/c2c1cccc2	cannabinoid
CCCCCn1c2ccccc2c(c1C)C(=O)c1ccc(c2c1cccc2)CCC	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)CCC	cannabinoid
CCCCCn1cc(c2c1cccc2)Cc1ccc(c2c1cccc2)C	cannabinoid
CCCCCn1cc(c2c1cccc2)Cc1ccc(c2c1cccc2)OC	cannabinoid
O=C(c1ccc(c2c1cccc2)C)c1cn(c2c1cccc2)CCN1CCOCC1	cannabinoid
COc1ccc(c2c1cccc2)C(=O)c1cn(c2c1cccc2)CCN1CCOCC1	cannabinoid
O=C(c1cccc2c1cccc2)c1cn(c2c1cccc2)CCN1CCOCC1	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccc(cc1)OC	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1Cl	cannabinoid
CCCCCn1c(C)c(c2c1cccc2)C(=O)Cc1ccccc1Cl	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)CC	cannabinoid
CCCCCn1c(C)c(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)CC	cannabinoid
CCCCCC1=C/C(=C\c2ccc(c3c2cccc3)C)/c2c1cccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)CCCC	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1Br	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1OC	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccccc1C	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)OCC	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1cccc(c1)OC	cannabinoid
CCCCCn1cc(cc1c1ccccc1F)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1cccc2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1ccccc1C)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc2c(c1)cccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)Br	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)Cl	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)F	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)I	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1cccc2c1c(Br)ccc2	cannabinoid
CC(=O)c1c(C)n(c2c1cccc2)CCN1CCOCC1	cannabinoid
CC(=CC(=O)c1c(C)n(c2c1cccc2)CCN1CCOCC1)C	cannabinoid
CCCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)OC	cannabinoid
CCCCCn1cc(cc1c1ccc(cc1)F)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)Cc1ccc2c(c1)OCO2	cannabinoid
CCCCCn1cc(cc1c1cccc(c1)C)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1ccccc1CC)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1cccnc1)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1cccc(c1)OC)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(cc1c1ccccc1C(F)(F)F)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccc2c(c1)ccc(c2)OC	cannabinoid
CCCCCn1c(C)c(c2c1cccc2)C(=O)c1ccc2c(c1)ccc(c2)OC	cannabinoid
CCCCn1c(C)c(c2c1cccc2)C(=O)c1ccc2c(c1)ccc(c2)OC	cannabinoid
CCCCCn1cc(c2c1ccc(c2)Br)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCCn1cc(c2c1ccc(c2)I)C(=O)c1cccc2c1cccc2	cannabinoid
Ic1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1	cannabinoid
Ic1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCOCC1	cannabinoid
Clc1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1	cannabinoid
COc1ccc(cc1)C(=O)c1c(C)n(c2c1ccc(c2)I)CCN1CCOCC1	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)c1ccccc1I	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)c1ccccc1I	cannabinoid
ClCCCCCn1cc(c2c1cccc2)C(=O)c1ccccc1I	cannabinoid
CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
CN1CCCCC(C1)n1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
CN1CCCCC1Cn1c(C)c(c2c1cc(cc2)N(=O)=O)C(=O)c1cccc2c1cccc2	cannabinoid
FCCCCCn1cc(c2c1cc(cc2)N(=O)=O)C(=O)c1cccc2c1cccc2	cannabinoid
CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cc(ccc1I)N(=O)=O	cannabinoid
CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)C12CC3CC(C2)CC(C1)C3	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)OC	cannabinoid
FCCCCCn1c2ccccc2nc1C(=O)c1cccc2c1cccc2	cannabinoid
N#CCCCCn1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1ccccc1I	cannabinoid
FCCCCCn1nc(c2c1cccc2)C(=O)NC(c1ccccc1)(C)C	cannabinoid
CCCC(Cn1cc(c2c1cccc2)C(=O)Nc1cccc2c1cccc2)F	cannabinoid
CC([C@@H](C(=O)N)NC(=O)c1cn(c2c1cccn2)Cc1ccc(cc1)F)C	cannabinoid
CN1CCCC1Cc1c[nH]c2c1cccc2	tryptamine
NC(=O)[C@H](C(C)(C)C)NC(=O)n1c(=O)n(c2c1cccc2)CC1CCC(CC1)(F)F	cannabinoid
O=C(n1c2ccccc2n(c1=O)Cc1ccccc1)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
Fc1ccccc1Cn1c2ccccc2n(c1=O)C(=O)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
NC(=O)[C@H](C(C)(C)C)NC(=O)n1c(=O)n(c2c1cccc2)Cc1ccc(cc1)F	cannabinoid
Fc1ccc2c(c1)n(CC1CCCCC1)c(=O)n2C(=O)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
OC[C@H](C(C)(C)C)NC(=O)n1c2ccccc2n(c1=O)CC1CCCCC1	cannabinoid
O=C(n1c2ccccc2n(c1=O)Cc1ccncn1)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
Cc1onc(n1)Cn1c2ccccc2n(c1=O)C(=O)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
Cc1ncc(s1)Cn1c2ccccc2n(c1=O)C(=O)N[C@@H](C(C)(C)C)C(=O)N	cannabinoid
O=C(n1c(=O)n(c2c1cccc2)CC1CCOCC1)N[C@H]1CCCc2c1cccc2	cannabinoid
Cc1oc(c(c1)CNC(=O)n1c(=O)n(c2c1cccc2)CC1CCOCC1)C	cannabinoid
Cc1onc(c1)CNC(=O)n1c(=O)n(c2c1cccc2)CC1CCOCC1	cannabinoid
CCc1scc(n1)CNC(=O)n1c(=O)n(c2c1cccc2)CC1CCOCC1	cannabinoid
Nc1nnc(o1)[C@H](C(C)(C)C)NC(=O)n1c(=O)n(c2c1cccc2)Cc1ccccc1	cannabinoid
CCCCCn1c(=O)n(c2c1cccc2)C(=O)c1cccc2c1cccc2	cannabinoid
CCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
O=C(c1nn(c2c1cccc2)CC1CCCCC1)NC12CC3CC(C2)CC(C1)C3	cannabinoid
O=C(c1nn(c2c1cccc2)CC1CCOCC1)NC12CC3CC(C2)CC(C1)C3	cannabinoid
FCCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
O=C(c1nn(c2c1cccc2)CCN1CCCCC1)NC12CC3CC(C2)CC(C1)C3	cannabinoid
Fc1ccc(cc1)Cn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
O=C(c1nn(c2c1cccc2)CCN1CCOCC1)NC12CC3CC(C2)CC(C1)C3	cannabinoid
CN1CCCCC1Cn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
N#CCCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
ClCCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
ICCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
ClCCCCCn1nc(c2c1cccc2)C(=O)NC12CC3CC(C2)CC(C1)C3	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NC1C(C1(C)C)(C)C	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NC1CCCCCC1	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NC1CCCCC1	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NC1C2CC3CC1CC(C2)C3	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NCCC	cannabinoid
CCCCCNC(=O)c1nn(c2c1cccc2)CCCCC	cannabinoid
CCCCCCC(NC(=O)c1nn(c2c1cccc2)CCCCC)(C)C	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NC[C@H]1CCC2CC1C2(C)C	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)N[C@H]1[C@@]2(C)CC[C@@H](C1(C)C)C2	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NCc1ccccc1	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)NCc1ccc(c(c1)Cl)Cl	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)N1CCCc2c1cccc2	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)NC1C2CC3CC1CC(C2)C3	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)NC1C2CC3CC1CC(C2)C3	cannabinoid
CCCCCn1cc(c2c1cc(F)cc2)C(=O)NC1C2CC3CC1CC(C2)C3	cannabinoid
O=C(c1nn(c2c1cccc2)CC1CCOCC1)NC1C2CC3CC1CC(C2)C3	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)N[C@@H](c1ccccc1)C	cannabinoid
CCCCCn1nc(c2c1cccc2)C(=O)N[C@@H](CO)C	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)NC1(CCOCC1)c1ccccc1	cannabinoid
Fc1ccc(c(c1)F)CNC(=O)c1cn(c2c1cccc2)CC1CCOCC1	cannabinoid
CCCCCn1c(C)c(c2c1c(OC)ccc2)C(=O)N[C@H]1[C@@]2(C)CC[C@@H](C1(C)C)C2	cannabinoid
COc1cccc2c1n(CCN1CCOCC1)nc2C(=O)NCc1ccccc1	cannabinoid
COc1cccc2c1n(CCN1CCOCC1)nc2C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2	cannabinoid
CC(CCCn1cc(c2c1cccc2)C(=O)Nc1cccc2c1cccc2)F	cannabinoid
CCCCCn1c2ccc(cc2c2c1cccc2)C(=O)N1CCCCC1	cannabinoid
Cc1ccc(cc1)Cn1nc(cc1c1ccc(c(c1)C)Cl)C(=O)N[C@H]1[C@@]2(C)CC[C@@H](C1(C)C)C2	cannabinoid
CC1CCC(C(C1)NC(=O)c1nn(c2c1Cc1c2scc1)Cc1ccc(cc1)C)C(C)C	cannabinoid
ClCCCCCn1nc(c2c1c1cc(sc1CC2)Cl)C(=O)NCC1CCC2CC1C2(C)C	cannabinoid
Clc1cccc(c1)Nc1ncc(c2c1ccn2C)C(=O)N1CCOCC1	cannabinoid
Fc1ccc(c(c1)F)n1nc(c2c1[C@@H]1CC[C@H]2C1)C(=O)NC(C)(C)C	cannabinoid
CCOc1ccc(nc1)Cc1nc2c(n1CC1CCCCC1)ccc(c2)N(S(=O)(=O)c1cccs1)C	cannabinoid
CCNC1(CCN(CC1)c1ncnc2c1nc(n2c1ccc(cc1)Cl)c1ccccc1Cl)C(=O)N	cannabinoid
CN/C(=N\S(=O)(=O)c1ccc(cc1)Cl)/N1N=C(C(C1)c1ccccc1)c1ccc(cc1)Cl	cannabinoid
N#Cc1cccc(c1)[C@@H]([C@@H](NC(=O)C(Oc1ccc(cn1)C(F)(F)F)(C)C)C)Cc1ccc(cc1)Cl	cannabinoid
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(n2C(=O)c1ccc(cc1)Cl)C	cannabinoid
Clc1ccc(cc1)C(c1ccc(cc1)Cl)N1CC(C1)N(S(=O)(=O)C)c1cc(F)cc(c1)F	cannabinoid
Fc1ccc(cc1)CNC(=O)c1cn(c2c1cccc2)CC1CCOCC1	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)NCc1ccc(cc1)F	cannabinoid
FCCCCCn1cc(c2c1cccc2)C(=O)Nc1cccc(c1Cl)Cl	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)CC12CC3CC(C2)CC(C1)C3	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)NCC12CC3CC(C2)CC(C1)C3	cannabinoid
FCCCCCn1nc(cc1C(=O)N[C@@H](C(C)(C)C)C(=O)N)c1ccc(cc1)F	cannabinoid
CCCCCn1cc(c2c1cccc2)C(=O)NCC1CCCCC1	cannabinoid
